"H_OBS" "K_OBS" "H_SIGMA" "K_SIGMA" "H_TRUE" "K_TRUE" "P"
-0.0572365798010394 0.110256804266009 0.001 0.001 -0.0572993817692663 0.107233667379858 112.337522809563
0.0373707156021809 -0.0448387771096429 0.001 0.001 0.0374513037992884 -0.0449851405065417 72.4937359660618
-0.426237883520827 -0.00124568289398137 0.001 0.001 -0.425146811948836 -0.000308232505994915 2.9779337060897
-0.265111018119641 0.348656844988854 0.001 0.001 -0.265625158258162 0.346922473530655 6.91970086307204
-0.0256999860854836 -0.0132334008198554 0.001 0.001 -0.0273425947068618 -0.0167173960763219 5.74507010617907
0.390178713093323 0.167546353233742 0.001 0.001 0.39110964656115 0.16701595117115 2.39663885382525
-0.00400944129076272 -0.0321371184111853 0.001 0.001 -0.00323424585392338 -0.0319531625488343 9.50874493951404
-0.0296157051873049 0.0119816235623215 0.001 0.001 -0.030155090448132 0.0133459662948739 2.19276538978637
-0.0715324457072464 0.0458477178233219 0.001 0.001 -0.0699623245877783 0.0451760566349556 6.11934147410028
-0.0816456237529738 0.0446877015264289 0.001 0.001 -0.0811282057826771 0.0436565384944202 192.043932828279
-0.0522951276646998 -0.0180516431830152 0.001 0.001 -0.0508795638628465 -0.0179893547449926 1.55573771497996
-0.0451527083629966 0.0409646561101085 0.001 0.001 -0.0445899453917356 0.0385558266449582 1.93676507763185
-0.00417957359056924 0.00815270599825094 0.001 0.001 -0.00350098685132293 0.00783661922213717 36.417327172497
-0.00389610231854162 0.265079431368844 0.001 0.001 -0.00563305899692231 0.264392182726286 270.308440921055
-0.0756108952751467 -0.0847327279923054 0.001 0.001 -0.0749498523287595 -0.0852078179556137 10.5052494549899
-0.213540911146915 -0.16607241702411 0.001 0.001 -0.213294873118355 -0.1673275376791 75.0769834407483
-0.0741552437704888 0.0524757712906359 0.001 0.001 -0.0752811579149065 0.0513861111548839 79.1011899093623
0.162744021175019 0.0128920523124237 0.001 0.001 0.16275384296125 0.0145243416903077 37.9898542227329
-0.0266210761040504 -0.0557151670821685 0.001 0.001 -0.0276769377035928 -0.055434593574113 7.65283360988087
-0.0135710542804406 -0.179203523712916 0.001 0.001 -0.0134747056472156 -0.178379575194179 2.20199243467304
0.126707382057656 0.0170531978146426 0.001 0.001 0.126672726321588 0.0176361702596377 1.9950150320645
0.776402070054636 -0.212933311271927 0.001 0.001 0.775852976382263 -0.212108894318106 2.65880683277717
0.0783528842671963 0.0148607228885457 0.001 0.001 0.078293058376388 0.0124908394572943 2.03187018209849
-0.0851995684749416 0.0446847501482373 0.001 0.001 -0.0847765444243878 0.0462560134132603 36.1158699130885
0.0019562182592991 -0.0153323782146991 0.001 0.001 0.00349390427699977 -0.0150356653402461 337.112451361741
0.497104695986147 0.142739345204667 0.001 0.001 0.494825930748663 0.141636702169352 15.6455033791964
-0.050889642606348 -0.0701874750098299 0.001 0.001 -0.0506311237813837 -0.0695503225651302 6.28012599260908
0.0134814644880912 0.0477668679309417 0.001 0.001 0.0121085164333392 0.0498064760669318 127.928737025929
-0.0395663152852943 -0.0212930882746123 0.001 0.001 -0.0387095521892694 -0.0211866022314014 170.175072144687
-0.00519629931412222 0.0459440256507179 0.001 0.001 -0.00584724424844006 0.0474747714713576 1.02557991649544
-0.0197576540391852 -0.0981879028853588 0.001 0.001 -0.0201595129365026 -0.0982273267526664 10.6484196426455
-0.0103120330949318 -0.0756154824978479 0.001 0.001 -0.0106775134285484 -0.076138544768999 1.00945846369362
-0.0521346465395138 -0.000375243716237786 0.001 0.001 -0.0525239275260613 -0.00101910187270423 2.21189766598448
0.0663081074103186 -0.274914070788273 0.001 0.001 0.0669306868064928 -0.276134426757296 1.27566751587177
-0.44026718687893 0.0298022799073685 0.001 0.001 -0.43982400598169 0.0293774163841759 10.5352298751259
0.0672732516768402 -0.0266882098305961 0.001 0.001 0.0671940673661857 -0.0263531068619131 10.7014358964587
-0.0115378446068304 -0.100502739515175 0.001 0.001 -0.0109478297183168 -0.101731911261274 36.7611206390342
0.0626360318770915 -0.0302904288821102 0.001 0.001 0.0624826269106386 -0.0294977097880544 6.89127639038831
0.0231350236504617 0.00987648572279119 0.001 0.001 0.0243995909402288 0.00910103866950864 11.8538686360445
-0.0297112919050883 0.0169906292422703 0.001 0.001 -0.0289648346640565 0.0175599437520157 344.892208778157
-0.000764486808313935 -0.0980847537591389 0.001 0.001 -0.00186715465393498 -0.0982624289046994 1.29991238649373
-0.0612420338589083 -0.0360462289023198 0.001 0.001 -0.0621971355687575 -0.0364180858988307 2.65871187174578
-0.0266700695491225 0.00209057673700047 0.001 0.001 -0.0263236405970515 0.00111366582802542 1.1420372106895
-0.239906751990491 -0.20718549569377 0.001 0.001 -0.238934779038745 -0.207468669555901 182.374781267405
-0.0649679554464932 -0.0276849627204029 0.001 0.001 -0.0646851875703306 -0.0275903064631271 14.3250708378915
0.058359737022147 -0.0156062201355452 0.001 0.001 0.0580682042867939 -0.0144527255970113 58.294954541105
0.330315709684798 0.484409546036759 0.001 0.001 0.33207446566427 0.485048271017451 52.0271585804348
-0.0319197373005279 0.0199595515699695 0.001 0.001 -0.0331103514119607 0.020823660308766 4.29749000040621
-0.227225514460485 0.109754482685982 0.001 0.001 -0.226609376427523 0.108937788965687 44.1692499167519
0.00331375852439429 -0.165146339636037 0.001 0.001 0.00487321189612755 -0.164255938511448 1.27308634484808
0.0300126266038425 0.0808890059067281 0.001 0.001 0.0289189241895615 0.0793771139546793 16.2919367380477
-0.0699940053945688 -0.0408614312352443 0.001 0.001 -0.0703108796710225 -0.0406819275978873 4.44497688024281
-0.0629944145815391 -0.0469465931395717 0.001 0.001 -0.0628029614953809 -0.0467423230741337 2.18182633455108
0.0393704451207044 -0.0330253415065074 0.001 0.001 0.0389729129772608 -0.031150151539432 168.820684706702
-0.0654449270296248 0.047506548201336 0.001 0.001 -0.0657079854130787 0.0473043034209013 101.534561669679
0.380189211877117 -0.293524184982742 0.001 0.001 0.380495041277499 -0.294682091740657 6.58195100168862
-0.0225100309142764 0.019974970291866 0.001 0.001 -0.0234323780986058 0.0197325348438256 60.4401031146464
-0.0216765195026874 -0.0461048919040482 0.001 0.001 -0.0211491947679858 -0.0460769418520592 96.9697224650105
0.410135408343184 -0.295548815516503 0.001 0.001 0.411362269896649 -0.296101636911775 1.45309511838409
0.0316769985866137 0.336949012364606 0.001 0.001 0.0312322895801134 0.336767737349208 1.55168428270393
-0.000345784803712535 -0.0112835303167752 0.001 0.001 0.000768582649667361 -0.0103018374894302 353.80447137122
0.0215018948220505 0.0046935451400234 0.001 0.001 0.0211966111994137 0.00503838671874125 143.53918679864
0.194538220653758 -0.621037278373979 0.001 0.001 0.193624970282701 -0.621155694974204 13.6141244267967
-0.153168338421824 0.148851071928176 0.001 0.001 -0.153909160344729 0.148112383432451 1.13311547489964
0.0793482113728483 -0.0593244013933398 0.001 0.001 0.0784670112009229 -0.0614298552081354 3.55546734135138
0.0480496323999866 0.0676645520642662 0.001 0.001 0.0497059617495088 0.0696389954987217 242.150513762895
0.0396061767690701 -0.0865248523954498 0.001 0.001 0.0391339657296917 -0.0856175732719069 4.5030613398942
0.193603881727626 -0.00117068467514929 0.001 0.001 0.193975432158693 -0.00183869288869987 23.5509307167195
-0.0330041787238386 0.00139149118905931 0.001 0.001 -0.0316139756852459 -0.000209604519101712 47.1325556024664
-0.307428629857109 -0.553674105825585 0.001 0.001 -0.305912058761286 -0.552634609788238 148.172606765087
0.398868001841524 -0.00439143242088988 0.001 0.001 0.398434216583291 -0.0037053826230519 19.8221913967987
-0.0231461206008731 0.0205141929937596 0.001 0.001 -0.0239445414807283 0.022734625900427 348.226284762229
-0.0216349117157437 -0.0276285745134698 0.001 0.001 -0.0206514229925858 -0.0282670908219052 107.440899627461
-0.0183198511895899 0.0340951064161786 0.001 0.001 -0.0173052246867589 0.0338496290571155 1.94546874972002
0.0304724262382397 0.322757942262485 0.001 0.001 0.0300221026001693 0.323556694045927 328.759961203953
0.106977635052279 -0.144482513979624 0.001 0.001 0.105042525413235 -0.144701385927731 133.698869408002
-0.0367834378823881 0.0340931446413398 0.001 0.001 -0.0349978944570615 0.0340171831212538 9.44283805073926
-0.0631317876867367 -0.0106527764996193 0.001 0.001 -0.0625453428456404 -0.0110595739507008 49.9638276024036
0.0274732718745204 0.0231509800398778 0.001 0.001 0.0273582366543217 0.0237543668138777 2.44879578028343
0.250303681882945 0.018434103264406 0.001 0.001 0.250827014694027 0.0179841241964936 343.867082616691
-0.0199225431955622 -0.0207417349373791 0.001 0.001 -0.0222770739243763 -0.0192804103614326 2.05144529089876
-0.0618587726362329 -0.0289765369349828 0.001 0.001 -0.0631181232619482 -0.0303317071115918 12.0154303709894
0.308671818240494 -0.603423577653624 0.001 0.001 0.309090462690763 -0.603486932201558 11.5349041898764
-0.0449028513116983 -0.0105607388257527 0.001 0.001 -0.0446598437405549 -0.00917896957028939 1.43286119172936
-0.00506003675323497 -0.0266004457306879 0.001 0.001 -0.00393540434285011 -0.0259186850119754 1.83901782977448
0.0900281477133876 -0.0948798206748084 0.001 0.001 0.0903488668710227 -0.0944676338693374 11.306913193067
-0.0225843832548069 0.0106209818161082 0.001 0.001 -0.0223513078244256 0.00990406925136944 75.5095552498413
-0.0723920785861711 -0.124335192298904 0.001 0.001 -0.0717161231421494 -0.124625618420392 136.985681194512
0.0419244073189877 0.0355017547199549 0.001 0.001 0.0423521454440055 0.0363885194962575 72.4830500428642
0.0216500286405987 -0.102376851875884 0.001 0.001 0.022059532088534 -0.102846852550894 6.73746806044478
-0.000748650999524736 -0.0297412801866647 0.001 0.001 -0.000624763160709465 -0.0305353476847783 12.8308976387167
0.0305997099248772 0.0590493090300501 0.001 0.001 0.0306673213915555 0.0592139750236197 2.36232857020892
-0.00622490357121739 0.0218567550573628 0.001 0.001 -0.00574672431830704 0.0219520375771255 6.82886560202443
0.160605595680083 -0.0827155198796126 0.001 0.001 0.160840015420167 -0.0827580982785724 30.8288848962977
-0.0852473268903252 -0.0618846677523964 0.001 0.001 -0.0840853219592176 -0.0608135674121799 145.627516532212
0.0183703167074347 0.025960499544265 0.001 0.001 0.017669329218275 0.0276631871143904 2.82295166406971
-0.23753900123943 0.0851397096485755 0.001 0.001 -0.237129889666043 0.0848385794339864 39.0703091667648
0.101194914907229 0.130004344419918 0.001 0.001 0.100429212069813 0.129537085403895 2.42623804844271
-0.0720950660685292 0.0643722727803799 0.001 0.001 -0.0719894021192106 0.0637815203111871 22.0476640536172
-0.00307444588136972 -0.0429847870345271 0.001 0.001 -0.0023996221575707 -0.0422735252681167 1.8461678030667
-0.0801710009707749 -0.0202176862978119 0.001 0.001 -0.0804129071643859 -0.018978411592822 1.3318842994757
-0.000156903952248325 -0.00525510281214912 0.001 0.001 0.00193683234924544 -0.00598817245325723 97.070288526716
0.013937674017588 -0.0660100367381491 0.001 0.001 0.0145652258186359 -0.0655994170832582 3.09048506645926
-0.0137153776785473 0.0877547161879375 0.001 0.001 -0.0131969088618696 0.0878456259463843 1.26109232263396
-0.0653299465339346 -0.0163367502098041 0.001 0.001 -0.0660288694785695 -0.0181093326392371 6.98162336822608
-0.0138174493184994 0.0400153308555904 0.001 0.001 -0.0149455109430721 0.0391574106704967 1.62905812004182
0.052744620148338 0.0256312122780815 0.001 0.001 0.0522278155306976 0.0247387521714068 70.1245395214871
0.560784923734224 0.325438344365161 0.001 0.001 0.563264362816806 0.325539683094941 149.323767101202
0.195309924450633 0.278196923708899 0.001 0.001 0.196637749939824 0.278164124814009 16.4560189659964
0.243341899645181 0.350018755258429 0.001 0.001 0.244718353687082 0.349463371305048 9.70973744515375
-0.0807602600327245 0.0126020151552483 0.001 0.001 -0.0818978742241311 0.0123762984323472 7.06072385157757
0.00974339098071393 0.0902056683400548 0.001 0.001 0.00964746641018509 0.0902163808116908 21.4456362460992
-0.00956879295974132 -0.0115856465531607 0.001 0.001 -0.00890490532097095 -0.0142305774283599 9.30686651962122
-0.122239517428871 0.00569558487761335 0.001 0.001 -0.122265757061211 0.00568811178442238 94.5969737293364
-0.0097229167018721 -0.0169753712836298 0.001 0.001 -0.00913689867254348 -0.0173497385218515 195.089922253725
0.0126856094489301 -0.00556430030062664 0.001 0.001 0.0140877977923872 -0.00596607536475412 30.5861019760376
-0.0139509723350546 0.0500362883998203 0.001 0.001 -0.0134626907421356 0.0482164236207494 80.9745549777037
-0.203302057995632 -0.154453433953336 0.001 0.001 -0.203466463651374 -0.154972099374456 29.0452573017666
-0.0724606279983289 -0.0033303744398702 0.001 0.001 -0.0726692380414416 -0.0026028530156128 5.33036756096758
0.0620216115271101 0.0540443022301232 0.001 0.001 0.0604334350848043 0.0551531624262107 50.4400069656978
-0.0599561473766422 -0.0392580807168694 0.001 0.001 -0.0591356151250566 -0.038970200854779 9.94740145685675
-0.0514548360441503 0.0321228447915091 0.001 0.001 -0.0506729233547577 0.0337130762988422 4.26751656133782
0.00985037479375504 -0.0645249790787991 0.001 0.001 0.0091996104574542 -0.0637109610248069 1.17577768382088
-0.0229314192203383 0.0803932760174123 0.001 0.001 -0.0236763791343034 0.0796584617043502 12.5620849428207
-0.0656269502764403 -0.0302118303430767 0.001 0.001 -0.0627223326533329 -0.0296793834872378 42.7881243293012
-0.0155391093577583 -0.0482643644965182 0.001 0.001 -0.0160760358252942 -0.0462191089912979 8.93389565788735
0.50597952662611 -0.0512239693738104 0.001 0.001 0.506404894568723 -0.0494861808876265 17.6781841976536
0.209286245497466 0.320267758235824 0.001 0.001 0.209192714029465 0.320866030437623 59.2959850572791
-0.0628886951361683 0.020605172078177 0.001 0.001 -0.0618667485998111 0.0203033710275265 29.5833112833148
-0.405798667806797 -0.319646916517316 0.001 0.001 -0.406366173446213 -0.319469014783986 1.28221383424674
-0.0813226975889904 0.249080635993501 0.001 0.001 -0.0799181296823392 0.249117987361083 1.32732796248726
0.385052131060736 0.732299466730556 0.001 0.001 0.384039807589637 0.732891473386106 17.7457992473749
0.0377971131518406 -0.0439979826339358 0.001 0.001 0.0370544549605874 -0.0452041714245517 1.67902574585597
-0.0124289615429704 0.0247448770765356 0.001 0.001 -0.0130799615953957 0.0248391896135891 8.86221810878215
-0.0516839753128475 0.0154067194739504 0.001 0.001 -0.0523484688778824 0.0163779259726985 1.35399926816318
0.0324639130553922 0.035762270218621 0.001 0.001 0.0329887161967744 0.0371446714592204 2.88960699452899
0.0264390365351583 -0.00596950024304285 0.001 0.001 0.0248076521817378 -0.00541714737524348 210.883485606751
-0.0495952432759176 0.0518727808001562 0.001 0.001 -0.0502955143138142 0.0505417181848121 7.68393714025725
-0.0359885037350161 0.0824425696200275 0.001 0.001 -0.0328677315942338 0.0836642921871718 3.37189000422964
-0.473799397809416 -0.194672468252307 0.001 0.001 -0.47445471370739 -0.193024618840001 2.39153704099957
-0.380351859249937 -0.0954436945412579 0.001 0.001 -0.381006313888984 -0.0955570021377402 3.74020406999996
0.125356709872209 -0.0264850941310785 0.001 0.001 0.125500186926045 -0.0270624985097477 12.1901902955704
0.0288774316683596 -0.0315308329264436 0.001 0.001 0.0286811412762211 -0.0304668869105258 2.90266790883006
0.0352019350814607 -0.0701129062146617 0.001 0.001 0.0347947212079427 -0.0713899920371353 178.234045510232
0.040137044809453 -0.0480623030478616 0.001 0.001 0.0398682938417333 -0.0489378265840901 1.90257931393927
0.105795965802183 -0.430436081651268 0.001 0.001 0.108034168174912 -0.430014725749639 23.6713859696719
0.445080062019993 0.712867541100388 0.001 0.001 0.445672367627691 0.712839905759376 9.17843274214144
-0.0737122945356016 -0.0123244485224781 0.001 0.001 -0.0727382224634879 -0.0122226310036455 2.48569295663231
-0.119725666874042 0.214821599075495 0.001 0.001 -0.120181398209494 0.212811613807623 4.66529345981622
